Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,292,194,299,108,213,319,190,208,,235,175,,,,45
,AVERAGE,,140,119 119,141,75,85,127,80,102,136,150,109,149,,,45
,YOUNGSTOWN,26 57,,,,,,,,,,,,,,,45
,,,,,125,173,89,52,145,180,276,423,490,206,,,45
,AVERAGE,,11i,157,91,103,77,52,81,126,170,350,244,104,,,45
,,,85,134,58,35,65,52,45,55,36,277,82,46,,,45
,,27,,,,,,,,,,,,,,,45
,AVERAGE,,144,192,215,125,176,49,99,105,132,210,193,97,,,45
,,,175,248,62,150,89,111,109,291,90,141,187,159,,,45
,,,,,,,,,,,,99,157,133,,,45
,AVERAGE,,124,166,56,150,75,74,93,218,81,,,,,,45
,,,73,119,,1350,66,38,78,146,73,57,106,104,,,45
,AVERAGE,,166,115,81,70,,89,56,86,,129,,,,,45
,,,,115,,40,40,56,52,76,95,26,70,107,,,45
,,,,250,34,77,54,65,132,52,234,184,61,160,,,45
,,,64,167,,,46,,88,47,125,130,53,99,,,45
,AVERAGE,,48,,49,61,,,,,,,,,,,45
,,57,,,,,,,,,,,,,,,46
,,,,157,49,89,S1,54,62,87,47,133,79,317,,,46
,AVERAGE,,146,,,,,,,54,32,91,49,101,,,46
,Mi LWAUKEE wis,57,,,,,,,,,,,,,,,46
,,,104,170,78,129,28,42,61,62,134,86,85,97,,,46
,AVERAGE,,,118,62,107,,42,53,53,124,63,67,96,,,46
,RA,,,,,,,,,,,,,,,,46
,,,,1,,,,2,,2,,2,2,2,,,46
,AVERAGE,,,64,74,62,43,46,49,52,76,65,152,68,,,46
,MENIMUM,,29,64,33,43,15,33,26,38,76,61,92,42,,,46
,,57,,,,,,,,,,,,,,,46
,,,118,140,80,69,62,120,40,64,40,20,,68,,,46
,AVERAGE,,,,,,,,,,,,,,,,46
,,,60,121,73,,46,58,39,32,33,6,48,49,,,46
,KA,57,,,,,,,,,,,,,,,46
,AVERAGE,,,111,72,68,54,44,81,117,93,52,,,,,46
,,,,44,41,33,33,20,33,43,30,52,,,,,46
,wil,57,,,,,,,,,,,,,,,46
,,,40,61,25,31,41,47,41,45,47,52,37,50,,,46
,AVERAGE,,32,44,25,30,41,34,37,40,47,46,30,45,,,46
,,,24,32,25,29,41,25,35,36,47,40,18,40,,,46
,,,160,157,90,446,173,100,127,171,218,397,117,250,,,46
,,,,,,,95,64,,75,,138,72,109,,,46
,AVERAGE,,94,116,65,114,,,62,,84,,,,,,46
,,,65,87,26,35,,18,9,25,30,28,23,4a,,,46
,,57,,,,,,,,,,,,,,,46
,,,63,70,280,46,79,38,69,132,63,107,65,,,,46
,AVERAGE,,63,63,,46,65,29,59,91,,84,,92,,,46
,MO,S7,,,,,,,,,,,,,,,46
,AVERAGE,,206,123,90,132,74,104,60,99,93,121,108,159,,,46
,,,68,26,27,28,25,32,15,15,,23,54,69,,,46
,,57,,,,,,,,,,,,,,,46
,,,239,312,135,94,,109,126,127,177,254,172,264,,,46
,AVERAGE,,114,103,60,76,28,41,22,46,59,67,,116,,,46
,,56,,,,,,,,,,,,,,,46
,AVERAGE,,75,,,33,69,,90,50,104,199,,117,,,46
,,,65,,25,15,35,,79,22,,105,38,98,,,46
,,56,,,,,,,,,,,,,,,46
,,,,540,215,,126,,,93,344,578,338,179,,,46
,AVERAGE,,128,,149,,92,,,,,,,,,,46
,,57,,,,,,,,,,,,,,,46
,AVERAGE,,60,41,67,34,47,48,62,49,64,110,81,154,,,46
,,,57,34,40,31,33,48,41,49,57,100,58,150,,,46
,,,,2,,3,2,2,2,2,2,3,1,3,,,46
,,,,,49 438,100,,,,,,,,,,,46
,AVERAGE,,41,46,,75,47,43,40,47,79,34,67,100,,,46
,AVERAGE,,22,57,36,39,22,29,33,341 31,35,60,,36,,,46
,sD,57,,,,,,,,,,,,,,,46
,,,,67,60,50,33,43,25,48,57,75,54,41,,,46
,AVERAGE,,37,59,42,33,29,34,15,46,43,45,42,35,,,46
,,,23,,24,17,26,26,5,44,29,21,31,30,,,46
