Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,53 57,100,,183,14,,1,3,5,,,15,25,38,,51
,,,57,17,3,41,15,6,,12,13,14,15,18,20,23,,51
,,,57,13,2,62,20,2,6,,,15,18,20,26,54,,51
,Y,,57,14,6,73,31,6,8,,15,20,26,42,62,79,,51
,SYRACUSE,,57,,,,,,7,,12,20,42,,64,38,,51
,N Y,,,,4,115,38,6,,,,,,,,,,51
,UTICA N Y,,,16,,268,38,8,,,12,14,18,20,42,54,,51
,PA,,53,14,,13,3,,1,1,1,2,3,4,,15,,51
,,,54,100,,39,11,1,1,3,,10,13,15,,25,,51
,,,55,129,1,912,25,1,3,4,6,,10,,14,23,,51
,,,56,2,4,16,10,,,4,4,4,4,,20,20,,51
,,,57,14,13,223,42,15,20,22,25,26,28,31,33,54,,51
,,,53 57,259,,912,i9,1,2,3,6,,11,14,,26,,51
,PITTSBURGH,,,,,,,,,,,,,,,,,51
,PA,,57,17,7,930,102,,12,17,20,33,42,62,113,145,,51
,ALLENTOWN PA,,57,16,4,79,19,5,8,,12,14,17,20,23,33,,51
,,,57,10,4,127,43,,12,15,18,20,26,54,69,129,,51
,,,57,10,9,468,100,,18,20,26,33,38,42,54,391,,51
,,,,16,8,188,47,12,17,20,26,36,42,54,64,69,,51
,,,53,10,1,6,2,,1,1,1,3,3,4,4,5,,51
,,,54,33,,39,8,,1,1,2,4,5,,,26,,51
,,,55,43 43,1,46,10,2,3,4,6,,,11,15,26,,51
,,,56,34,6,93,26,,14,17,21,23,25,30,35,54,,51
,,,57,25,2,1653,27,9,11,13,14,16,19,24,30,34,,51
,,,53 57,145,,163,16,1,3,5,,10,14,19,25,36,,51
,KY,,54,40,1,46,9,2,4,4,5,7,,,12,18,,51
,,,55,20,1,50,7,1,2,3,4,5,6,7,,12,,51
,,,56,,17,28,23,,20,20,20,26,26,26,26,33,,51
,,,57,11,16,7268,140,18,20,33,42,62,69,88,145,391,,51
,,,54 57,74,1,728,29,2,4,5,6,,109,14,20,,,51
,BALTIMORE,,,,,,,,,,,,,,,,,51
,,,57,23,4,148,31,11,14,16,17,19,23,30,42,64,,51
,,,57,17,,234,42,,12,15,18,23,26,42,54,69,,51
,WINSTON SALEM NC,,57,17,6,109,28,,12,14,17,20,22,25,30,33,,51
,SAN JUAN,,,14,5,58,20,5,6,7,9,12,20,26,30,54,,52
,,,,,,,,,,,,20,,30,,,,52
,NORFOLK VA,,,16,3,115,33,7,12,16,18,,26,,54,69,,52
,RICHMOND VA,,57,17,6,243,54,16,17,19,26,31,33,54,101,113,,52
,CHARLESTON VA,,53,6,,3,,1,1,1,1,2,3,3,3,3,,52
,,,54,36,,38,8,,2,3,4,6,,9,14,18,,52
,,,55,6,4,34,15,4,4,10,10,11,,12,20,20,,52
,,,56,1,,,,,,,,1,1,1,1,1,,52
,,,57,15,,323,45,8,9,15,20,24,26,38,42,69,,52
,,,53 57,64,,323,17,1,2,3,6,8,10,14,20,35,,52
,W VA,,57,15,7,826,B2,15,16,19,20,26,28,33,42,,,52
,ALA,,57,14,6,234,56,6,14,15,26,42,48,59,64,186,,52
,TAMPA FLA,,53,,,2,,,,1,1,1,1,1,1,2,,52
,,,54,44,,67,10,,1,1,3,5,7,10,,26,,52
,,,55,39,,130,20,,2,3,4,6,11,15,23,54,,52
,,,56,26,4,137,27,5,8,9,,18,22,26,42,59,,52
,,,57,23,3,658,113,3,14,17,20,25,33,69,,464,,52
,,,53 57,137,,658,33,1,2,3,6,10,14,20,33,64,,52
,MIAMI FLA,,57,25,4,340,35,5,7,14,16,19,22,26,39,69,,52
,ATLANTA GA,,53,2,1,2,1,,,1,1,1,1,1,2,2,,52
,,,54,49,,47,9,,1,4,5,,8,10,13,26,,52
,,,55,27,1,533,46,3,5,6,8,15,23,31,42,101,,52
,,,56,4,3,S1,31,,3,3,26,26,26,48,48,54,,52
,,,57,,7,238,87,15,33,42 42,54,88,96,113,,212,,52
,,,53 57,97,,,32,1,3,5,7,9,14,27,490,93,,52
,COLUMBUS GA,,57,19,4,167,44,9,20,23,26,33,38,,62,69,,52
,JACKSON Miss,,57,16,38,562,116,11,i2,16,17,19,54,69,113,446,,52
,COLUMBIA,,57,17,2,170,52,12,15,23,33,54,58,65,79,88,,52
,GREENVELLE sc,,57,20,9,685,100,11,18,23,28,33,42,62,79,305,,52
,CHATTANOOGA TENN,,55,45,,527,24,1,2,3,4,5,7,11,18,42,,52
,,,56,2,17,41,29,,,20,20,20,20,20,42,42,,52
,,,57,,2,731,113,16,19,20,33,54,64,88,201,186,,52
,,,55 57,65,,731,49,2,3,4,6,11,17,26,48,105,,52
,KNOXVILLE TENN,1157,57,16,8,,210,9,11,14,15,26,33,48,79,,,52
,NASHVILLE TENN,,57,19,7,145,33 33,8,12,15,22,25,26,,42,64,,52
,CHICAGO,,54,105,,,,1,2,,,,10,,,24,,52
,,,,,,58,,,,3,5,7,,14,18,,,52
,,,,83,1,669,29,2,3,4,5,7,9,15,24,39,,52
,,,56,5,9,56,34,9,9,30,30,33,33,54,54,69,,52
,,,57,,29,29,29,,,,,33,33,33,33,33,,52
,,,54 57,194,,669,19,1,2,4,6,,10,15,21,31,,52
,,,57,15,4,721,90,9,11,18,20,24,26,54,113,238,,52
,,,,,,,,,,,18,20,,22,25,26,,52
,,,55,12,,34,19,8,9,15,,,21 30,38,,65,,52
,,,57,56,4,296,44,,11,17,19,24,,,56,,,52
,,,55 57,68,4,296,39,7,12,16,19,22,26,34,42,63,,52
,EVANSVILLE INO,,57,17,3,148,32,6,14,16,17,19,19,26,54,62,,52
,FORT WAYNE IND,,57,19,4,486,53,6,15,18,22,26,28,33,42,69,,52
,INDEANAPOLIS INO,,57,20,6,418,66,15,20,30,36,42,50,58,65,145,,52
,MICH,,53,33,,5,1,,,1,1,1,1,2,2,2,,52
,,,54,,,11,2,,,1,1,1,2,3,4,9,,52
,,,57,15,3,114,36,8,,21,22,25,26,42,54,113,,52
,,,53 57,66,,114,9,,1,1,1,1,2,4,11,25,,52
,MICH,1157,57,9,3,40,19,8,9,11,12,22,22,24,26,33,,52
,,,57,16,6,706,74,8,9,12,13,15,18,20,33,42,,52
,LANSING MICH,1157,57,17,,179,33,10,11,12,14,20,28,31,48,,,52
,FLINT,,57,17,9,362,46,14,15,,20,28 28,31,38,46,50,,52
,OHIO,,53,,,,,,,,,,,,,,,52
,,,,24,,,2,,1,1,2,2,3,4,4,5,,52
,,,54,250 250,,107,6,,1,1,2,3,4,6,10,16,,52
,,,55,,1,64,11,1,1,2,3,6,9,15,,30,,52
,,,56,40,6,67,20,8,,14,16,18,20,22,25,33,,52
,,,57,,5,219,43,9,i5,18,23,28,31,38,42,38,,52
,,,53 57,387,,219,9,,1,2,3,4,6,10,16,23,,52
,YOUNGSTOWN,,57,17,3,1067,108,6,7,11,14,20,23,30,42,145,,52
,,,57,,6,75,27,9,13,14,17,20,23,26,33,62,,52
,CLEVELAND,,,,,,,,,,,,341,,,,,52
,OHIO,,57,,,1050,85,15,20,22,25,28,31,38,42,50,,52
,,1157,57,20,4,205,57,17,20,30,33,42,50,62,88,113,,52
,,,57,16,4,501,56,12,13,14,15,23,33,38,48,54,,52
,LORAIN OHIO,,57,17,,1179,99,,,,,,,,,,,53
,MILWAUKEE ts,,57,ls,3,493,63,,11,12,18,26,36,42,54,129,,53
,RACINE,,57,15,6,231,45,,11,15,18,22,24,28,31,212,,53
,DES MOUNES,,57,1s,8,705,95,i4,16,18,20,26,33,42,88,145,,53
,,,,,,,,,,,18,,33,62,69,38,,53
,KANSAS KANSAS,,55 57,11,5,158,,,,12,,26,,,,,,53
,WICHITA KAN SAS,,57,,,3240,248,7,,15,20,33,42,69,113,145,,53
,,,54,47,,63,7,,1,1,2,4,6,,12,14,,53
,,,55,45,1,30,5,1,1,2,2,3,4,5,,16,,53
,,,56,43,4,92,17,7,,10,11,,16,18,20,36,,53
,,,57,25,10,468,,10,11,12,14,18,22,38,48,69,,53
,,,,,,,,,,,,,,,17,,,53
,,,53 57,169 69,,468,15,1,2,3,5,,11,13,,28,,53
,DULUTH,,57,23,2,199,46,,11,14,16,20,26,38,88,145,,53
,KANSAS MO,,53,,,3,1,,1,1,1,1,2,3,3,3,,53
,,,54,,,31,4,,1,1,1,3,4,5,,il,,53
,,,55,21,1,80,i3,1,2,3,4,,11,15,18,20,,53
,,,56,33,38,117,27,10,12,13,15,22,26,30,36,54,,53
,,,57,26,4,634,66,11,14,18,23,30,38,54,88,113,,53
,,,,,,,,,,,,,,20,,,,53
,,,53 57,126 26,,634,24,1,2,4,,,14,,30,50,,53
,ST MO,,57,,,1201,155,12,14,15,26,33,62,88,113,305,,53
,OMAHA NEB,,57,17,3,278,57,,10,12,18,26,30,54,88,145,,53
,LINCOLN NEB,,57,17,2,223,43,6,,,20,26,33,39,54,,,53
,,1157,,16,7,,64,14,15,18,20,38,42,,69,,,53
,FALLS,,57,17,10,549,76,12,13,14,,20,30,88,105,113,,53
,ARK,,57,17,10,713,75,ii,,14,18,33,36,42,69,388,,53
,NEW ORLEANS LA,,54,,,110,16,2,3,4,5,7,,11,23,48,,53
,,,,52,1,259,24,1,2,4,6,,i2,20,33,50,,53
,,,56,,5,53,20,6,,10,,,26,33,36,42,,53
,,,57,17,,1427,151,,12,15,20,23,25,62,88,391,,53
,,,54 57,,,1427,36,,4,5,,,13,23,33,54,,53
,,,,,,,,2,,,,,,,,,,53
,LA,,57,16 16,8,124,49,,21,22,25,33,50,69,79,101,,53
,ALBUQUERQUE NM,,57,15,,S75,119,14,15,18,20,33,79,113,166,,,53
,TULSA OKLA,,57,14,10,535,,,ii,11,20,33,38,88,113,145,,53
,FT,,53,3,1,,2,,1,1,1,2,2,2,2,3,,53
,,,54,39,1,44,14,1,4,6,,,12,15,23,36,,53
,,,55,,,,,,,,,,,,,,,53
,,,,45,,,20,1,1,2,3,,11,22,28,48,,53
,,,56,42,3,127,23,5,,13,i5,i7,20,24,35,48,,53
,,,53 56,,,152,19,1,3,5,,12,15,,28,41,,53
,LAKEWORTH TEXAS,,53,1,2,2,2,,,,,2,2,2,2,2,,53
,,,54,32,,39,13,3,4,6,,10,12,16,19,31,,53
,,,55,29,1,126,17,2,2,3,4,,10,14,23,48,,53
,,,53 55,62,,126,15,2,3,4,6,,11,15,20,36,,53
,,,,,,,,,,,,,,,3,,,53
,HOUSTON TEXAS,,53,10,,4,2,,1,1,1,2,2,3,,4,,53
,,,54,55,,,12,1,2,3,4,6,,18,26,33,,53
,,,55,32,1,196,27,3,5,,12,13,15,22,31,54,,53
,,,56,3,5,19,14,,6,6,,,18,18,18,20,,53
,,,57,21,1,539,64,2,,12,is,26,42,69,96,113,,53
,,,53 57,121,,539,24,1,2,4,6,,14,21,30,,,53
,BELLAIRE TEXAS,1153,53,2,,1,,,,1,1,1,,1,1,1,,53
,,,54,22,,42,9,1,1,3,3,4,6,,20,26,,53
,,,55,17,,61,8,1,1,2,3,4,4,,11,12,,53
,,,56,,,54,,,,48,48,48,48,48,54,54,,53
,,,53 56,43,,61,10,,1,2,3,4,6,,14,33,,53
,DALLAS TEXAS,,57,22,5,999,140,6,,15,28,31,38,69,238,305,,53
,SAN ANTONIO TEXAS,1157,,19,,1618,2135,13,14,16,19,22,24,42,88,145,,53
,TEXAS,,57,19,,1931,336,14,20,30,38,69,88,172,272,,,53
,TEXAS,,57,20,,1494,117,,13,14,15,18,20,26,54,238,,53
,DENVER,,,,,,,,,,,,,,,,,53
,COL,,,26,3,63,18,6,7,9,10,12,14,17,26,33,,53
,,,55,33,,339,21,1,2,2,3,,11,16,20,39,,53
,,,56,22,1,216,,13,,26,30,33,42,50,,113,,53
,,,,22,,1592,225,11,14,18,20,30,54,145,238,642,,53
,,,54 57,105,,1592,70,2,5,,13,17,22,31,49,129,,53
,BOISE,,57,17,,1423,152,,14,18,26,33,38,88,134,145,,53
,HELENA,,57,,7,241,42,,11,12,20,27,30,33,42,,,53
