Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,2,5,7,4,7,13,ii,9,15 15,,3,15,,,203
,AVERAGE,,1,3,7,2,1,5,4,3,4,4,3,4,,,203
,,,1,2,7,,,,1,1,1,2,3,1,,,203
,BA MD,57,,,,,,,,,,,,,,,203
,,,6,,14,12,2,9,8,33,7,,,,,,203
,AVERAGE,,6,10,10,7,2,8,6,16,7,,,,,,203
,,,6,9,7,3,2,8,4,6,7,,,,,,203
,VA,54 55,,,,,,,,,,,,,,,203
,AVERAGE,,,20,9,40,15,32,6,10,20,9,,30,,,203
,TAMPA FLA,54,,,,,,,,,,,,,,,203
,NUMB,,2,2,1,5,5,2,2,2,3,1,,1,,,203
,MUM,,1,9,,1,1,,,1,1,,,,,,203
,AVER AGE,,,5,,,,,,1,,1,,,,,203
,MUM,,,1,,,,,,1,,1,,,,,203
,ATLANT A GA,54 56,,,,,,,,,,,,,,,203
,MUM,,8,55,6,23,18,3,3,3,,9,7,5,,,203
,AVER AGE,,,,,,,,,,,9,,,,,203
,,,8,29,4,10,8,3,1,3,,,7,5,,,203
,CH ATTA NOOGA TENN,55 56,,,,,,,,,,,,,,,203
,MUM,,,,2,3,4,,3,2,3,3,2,4,,,203
,AVER AGE,,,2,1,2,3,,3,1,2,2,1,2,,,203
,CH 0 PEL,54,,,,,,,,,,,,,,,203
,MUM,,1,,3,5,18,62,9,5,9,9,16,42,,,203
,AVER AGE,,,10,2,3,4,14,1,1,2,2,3,10,,,203
,EA ST T LOU,55 56,,,,,,,,,,,,,,,203
,AVER AGE,,2,2,6,5,2,3,6,2,,1,3,3,,,203
,,,,1,3,,,3,,,2,,2,,,,203
,MUM,,1,,,3,1,,6,2,1,1,,3,,,203
,EA ST CHICAG 0,55 56,,,,,,,,,,,,,,,203
,AVERAGE,,3,4,5,7,10,11,8,8,2,3,2,1,,,203
,H,53 54,,,,,,,,,,,,,,,203
,,,,,1,2,1,1,,,,,16,,,,203
,,,,,37,108,51,53,,,,,105,,,,203
,AVERAGE,,,,37,78,51,53,,,,,34,,,,203
,,,,,37,48,,53,,,,,1,,,,203
,NCINNATI 0,54 55,,,,,,,,,,,,,,,203
,AVERAGE,,20,7,,23,2,,,1,2,2,25,,,,203
,,,1,,,,,,,,,1,,1,,,203
,YOUNGSTOWN 0,57,,,,,,,,,,,,,,,203
,,,,,10,18,10,3,16,29,7,21,,,,,203
,AVERAGE,,,,10,13,10,3,15,22,7,16,,,,,203
,,57,,,,,,,,,,,,,,,203
,,,,,,,2,1,2,2,2,1,,,,,203
,AVERAGE,,11,13,10,26,9,4,7,7,12,13,,,,,203
,,,4,4,72,36,,2,,4,3,3,4,2,,,203
,AVERAGE,,4,2,44,15,,1,,1,2,1,2,2,,,203
,,,4,,2,,,,,,2,,1,2,,,203
,KA NSAS ciTy MO,54 56,,,,,,,,,,,,,,,203
,NUMBER OF,,,,,,,,,,,,,,,,203
,,,4,3,60,31,1,3,1,5,2,,2,2,,,203
,AVERAGE,,2,3,29,8,,1,1,2,2,,2,2,,,203
,,,1,3,2,,,,1,1,2,,2,2,,,203
,AVERAGE,,3,3,,4,1,2,1,il,3,3,1,3,,,204
,,,,2,,,,,,,,,,,,,204
,NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,204
,AVERAGE,,,,,,,,,,,,,,,,204
,,54 55,,,,,,,,,,,,,,,204
,OF,,,,,,,,,,,,,,,,204
,AVERAGE,,1,,173,,,1,,,,1,,1,,,204
,MUM,,1,1,,,,1,,,,1,,,,,204
,HOUSTON TEXAS,34 55,,,,,,,,,,,,,,,204
,AVERAGE,,5,1,13,17,12,18,3,,2,1,,2,,,204
,BELLA RE TEXAS,54 55,,,,,,,,,,,,,,,204
,,,3,3,3,2,3,3,2,3,3,4,2,3,,,204
,AVERAGE,,2,2,1,1,,,8,7,1,1,1,2,,,204
,DENVER COL,54 55,,,,,,,,,,,,,,,204
,AVERAGE,,2,1,7,12,3,10,5,3,2,4,10,4,,,204
,SALT,54,,,,,,,,,,,,,,,204
,AVERAGE,,7,31,13,9,12,3,7,9,14,10,10,11,,,204
,ANCHORAGE ALASKA,54,,,,,,,,,,,,,,,204
,AVERAGE,,3,,17,182,99,94,233,89,96,67,7,,,,204
,LOS,54,,,,,,,,,,,,,,,204
,AVERAGE,,,,94,42,21,36,40,,,,,,,,204
,,55 S6,,,,,,,,,,,,,,,204
,AVERAGE,,2,,,1,1,1,,,,,,1,,,204
,,,,,,,,,,,,,,1,,,204
,PASADENA CALIF,54 56,,,,,,,,,,,,,,,204
,AVERAGE,,3,7,6,26,9,18,20,9,21,45,,,,,204
,BERKELEY CALIF,54 55,,,,,,,,,,,,,,,204
,,,3,3,,2,2,2,3,2,3,4,5,4,,,204
,AVERAGE,,,,,,,,,,,,,,,,204
,,,1,6,,14,,20,,2,3,3,2,1,,,204
,,54 56,,,,,,,,,,,,,,,204
,AVERAGE,,5,6,1,,2,2,5,6,5,4,3,4,,,204
,SAN,55 56,,,,,,,,,,,,,,,204
,,,3,1,2,1,1,2,4,4,,3,7,,,,204
,AVERAGE,,1,1,1,1,2,3,2,2,2,2,2,1,,,204
,MUM,,1,1,4,1,2,3,2,2,2,2,1,1,,,204
,,54 55,,,,,,,,,,,,,,,204
,AVERAGE,,4,38,21,28,,,4,3,3,6,13,,,,204
,,57,,,,,,,,,,,,,,,204
,AVERAGE,,17,13,17,7,23,17,,10,,13,,,,,204
